transaction_id,amount,hour,day_of_week,customer_age,account_age_days,avg_amount_30d,transaction_count_24h,transaction_count_7d,distance_from_home,distance_from_usual_location,merchant_risk,merchant_category,is_new_device,is_international,is_online,failed_attempts_24h,password_changed_recently,beneficiary_added_recently,amount_deviation,is_fraud
TXN0000700,52.92,2,0,61,4326,78.43,2,7,57.03,5.4,0.1351,Electronics,0,1,1,0,0,0,0.675,0
TXN0000701,239.83,15,4,45,4618,43.67,3,15,58.24,14.15,0.2062,Bills,0,0,0,0,0,0,5.492,0
TXN0000702,50.31,5,5,20,2532,44.74,3,17,21.9,17.48,0.1442,Healthcare,0,1,0,2,0,0,1.124,0
TXN0000703,20.38,1,0,50,890,39.07,4,15,48.64,26.83,0.2883,Food,0,0,1,0,0,0,0.522,0
TXN0000704,62.46,15,1,56,2372,86.96,2,14,19.74,15.11,0.3361,Shopping,0,0,0,0,0,0,0.718,0
TXN0000705,222.86,10,2,67,4529,29.47,2,12,65.66,19.88,0.2998,Electronics,0,0,0,0,0,0,7.562,0
TXN0000706,21.71,9,6,27,2680,82.24,7,20,53.5,32.02,0.0315,Groceries,0,0,0,2,1,0,0.264,0
TXN0000707,23.4,7,2,62,3149,44.66,2,23,51.54,20.4,0.3414,Healthcare,1,0,1,0,0,0,0.524,1
TXN0000708,126.76,16,0,19,1969,139.75,1,13,7.25,10.81,0.3016,Electronics,0,0,0,0,0,0,0.907,0
TXN0000709,51.69,14,6,55,2921,37.94,5,17,20.56,34.77,0.2017,Bills,0,0,1,0,0,0,1.362,0
TXN0000710,140.42,16,0,34,1496,23.73,2,17,33.85,27.51,0.2419,Food,0,0,1,0,0,0,5.917,0
TXN0000711,65.65,18,3,24,1340,86.85,1,13,70.41,41.51,0.2508,Online Services,0,0,0,0,0,0,0.756,0
TXN0000712,149.44,14,1,35,813,79.01,4,12,18.39,15.19,0.3821,Online Services,0,1,0,0,0,0,1.891,0
TXN0000713,20.28,1,1,46,3503,74.36,8,17,74.35,4.37,0.2077,Electronics,0,1,0,0,0,0,0.273,0
TXN0000714,65.77,3,5,28,4577,103.01,2,13,48.41,18.27,0.2777,Shopping,0,0,1,0,0,0,0.638,0
TXN0000715,52.34,23,0,46,1809,25.75,3,19,35.93,26.3,0.134,Travel,0,0,0,0,0,0,2.033,0
TXN0000716,16.47,6,4,54,336,30.23,3,15,18.71,16.13,0.1152,Healthcare,0,1,1,0,0,0,0.545,0
TXN0000717,11.05,10,3,63,2034,146.9,3,14,31.47,30.09,0.1213,Groceries,1,1,0,0,0,0,0.075,0
TXN0000718,146.73,9,5,47,1745,75.69,4,26,15.81,26.7,0.0929,Groceries,0,0,0,1,0,0,1.939,0
TXN0000719,44.54,23,1,49,3117,38.79,3,15,36.88,8.03,0.1896,Bills,0,0,1,0,0,0,1.148,0
TXN0000720,20.58,19,2,65,857,14.55,1,18,22.68,22.44,0.1107,Bills,0,0,0,1,0,0,1.414,0
TXN0000721,59.7,11,0,19,3925,21.47,1,12,54.06,29.04,0.0187,Transport,0,1,0,0,0,0,2.781,0
TXN0000722,244.01,16,6,57,330,26.63,7,14,109.24,9.71,0.0368,Transport,0,0,1,0,0,0,9.163,1
TXN0000723,4.84,13,6,68,1939,35.84,3,12,40.0,27.14,0.388,Electronics,0,0,1,2,0,0,0.135,0
TXN0000724,11.93,15,3,60,888,68.66,4,18,64.16,12.09,0.0477,Food,0,0,1,1,0,0,0.174,0
TXN0000725,23.07,22,3,65,4366,19.6,0,7,49.7,24.76,0.3427,Electronics,0,0,1,0,0,1,1.177,0
TXN0000726,357.94,16,0,64,2296,36.75,2,13,70.5,20.35,0.1698,Entertainment,0,0,1,0,0,0,9.74,0
TXN0000727,92.29,2,6,48,4557,21.17,5,17,62.99,37.07,0.2523,Online Services,1,1,1,0,0,0,4.359,0
TXN0000728,161.16,12,5,59,2807,39.8,0,11,32.1,9.39,0.4196,Bills,0,0,0,1,0,0,4.049,0
TXN0000729,17.97,19,0,36,3796,326.52,1,11,29.41,14.78,0.4398,Travel,0,0,0,1,0,0,0.055,1
TXN0000730,18.4,0,3,24,4474,133.21,5,15,48.37,29.66,0.1032,Transport,0,0,0,0,0,0,0.138,0
TXN0000731,111.61,8,1,22,4126,83.94,1,9,15.71,22.27,0.2385,Groceries,0,0,0,1,0,0,1.33,0
TXN0000732,71.31,4,4,27,3428,36.9,4,18,14.0,5.17,0.2244,Electronics,0,0,0,1,1,0,1.933,0
TXN0000733,125.34,17,4,55,3975,24.34,2,15,33.3,13.87,0.1958,Travel,0,0,1,0,0,0,5.15,0
TXN0000734,53.74,3,2,38,4015,51.16,4,20,26.08,19.52,0.0399,Healthcare,0,0,0,0,1,0,1.05,0
TXN0000735,91.82,14,3,60,3359,17.03,2,14,51.81,23.68,0.1378,Bills,0,0,1,0,0,0,5.392,0
TXN0000736,79.98,1,4,35,2779,88.77,5,20,22.63,16.88,0.2233,Travel,0,0,1,0,0,1,0.901,0
TXN0000737,163.11,22,1,59,2562,47.06,1,10,64.53,12.4,0.265,Healthcare,0,0,0,0,0,0,3.466,0
TXN0000738,168.69,7,0,64,1030,53.48,0,11,48.54,50.4,0.1097,Online Services,0,0,1,0,0,0,3.154,0
TXN0000739,10.35,9,2,34,2892,15.67,2,7,77.48,38.21,0.2588,Electronics,0,0,1,1,0,0,0.66,0
TXN0000740,5.03,18,3,45,4253,56.68,4,13,32.15,35.21,0.0136,Electronics,0,0,0,0,0,0,0.089,0
TXN0000741,211.03,9,2,45,4262,45.64,3,15,11.05,33.59,0.3769,Electronics,0,0,0,0,0,0,4.624,0
TXN0000742,261.36,2,2,63,2388,26.64,2,19,82.65,35.97,0.3026,Online Services,0,0,1,2,0,0,9.811,1
TXN0000743,20.62,21,0,37,2443,64.61,2,13,27.35,31.93,0.071,Healthcare,0,1,1,0,0,0,0.319,0
TXN0000744,7.86,2,5,38,3863,40.49,3,15,21.76,61.49,0.3008,Electronics,0,0,1,0,0,0,0.194,0
TXN0000745,74.73,11,5,58,4900,68.1,5,15,17.46,38.0,0.2572,Bills,0,0,0,0,1,0,1.097,0
TXN0000746,194.51,2,1,65,61,86.81,1,11,102.89,27.14,0.4767,Online Services,0,0,1,0,0,0,2.241,0
TXN0000747,527.02,16,4,19,3513,24.2,4,20,5.57,22.39,0.2016,Shopping,0,0,1,0,0,0,21.778,0
TXN0000748,120.75,6,1,21,2244,59.16,5,20,45.04,14.51,0.0993,Transport,0,0,0,0,0,0,2.041,0
TXN0000749,43.49,22,2,66,1176,58.33,1,14,14.65,18.56,0.1277,Bills,0,0,0,0,0,0,0.746,0
TXN0000750,23.88,4,2,41,1714,138.76,3,14,53.04,32.55,0.5917,Healthcare,0,0,0,0,0,0,0.172,0
TXN0000751,67.57,16,6,47,4969,102.59,3,13,9.14,21.29,0.1701,Healthcare,0,0,1,0,0,0,0.659,0
TXN0000752,47.27,0,3,64,1507,42.05,2,13,15.77,26.93,0.1728,Entertainment,0,0,0,1,0,0,1.124,0
TXN0000753,20.75,2,4,38,2532,39.67,0,13,94.91,7.94,0.198,Transport,0,1,1,0,0,0,0.523,1
TXN0000754,703.5,6,1,41,3383,61.08,3,14,74.73,6.71,0.5863,Online Services,1,0,0,1,0,0,11.518,0
TXN0000755,519.54,21,6,62,1342,23.51,5,16,19.19,18.58,0.1929,Groceries,0,0,1,1,0,0,22.099,1
TXN0000756,246.28,23,4,56,4127,26.31,5,13,48.55,18.67,0.0286,Online Services,0,0,0,0,1,0,9.361,0
TXN0000757,23.13,14,0,54,389,38.44,4,16,29.17,25.24,0.1362,Online Services,0,0,0,1,1,0,0.602,0
TXN0000758,178.27,8,2,36,4323,9.15,3,13,32.88,32.75,0.2109,Bills,0,1,0,1,0,0,19.483,1
TXN0000759,139.15,7,3,54,3487,25.99,3,14,37.74,7.66,0.1683,Transport,0,0,0,1,0,0,5.354,0
TXN0000760,110.93,5,2,61,4009,42.56,3,15,80.27,15.23,0.2496,Transport,0,0,1,0,0,0,2.606,0
TXN0000761,280.65,8,5,65,487,431.38,2,14,81.16,24.17,0.3041,Healthcare,0,0,0,1,0,0,0.651,0
TXN0000762,138.47,11,3,50,4063,33.68,2,15,60.3,32.2,0.0287,Bills,0,0,0,0,0,0,4.111,0
TXN0000763,156.18,16,3,63,1425,89.58,5,13,37.28,15.55,0.1871,Travel,0,0,0,0,0,0,1.743,0
TXN0000764,138.72,5,2,60,4180,47.06,4,15,107.59,20.46,0.3193,Groceries,0,1,0,0,0,0,2.948,0
TXN0000765,98.68,0,5,56,1772,75.94,5,16,38.51,17.95,0.1324,Entertainment,0,0,0,0,0,0,1.299,0
TXN0000766,8.57,13,4,45,3477,24.24,1,12,43.59,20.24,0.1842,Groceries,1,0,1,0,0,0,0.354,0
TXN0000767,73.42,5,4,40,4966,17.13,2,15,38.77,19.84,0.1599,Groceries,0,0,0,0,0,0,4.286,0
TXN0000768,35.18,9,4,51,3806,153.39,4,14,40.59,32.46,0.2358,Entertainment,0,1,1,0,0,0,0.229,0
TXN0000769,15.31,17,4,64,434,20.13,4,20,33.02,1.42,0.1135,Food,0,0,1,2,0,0,0.761,0
TXN0000770,461.32,21,5,45,1129,166.12,3,10,42.15,21.69,0.0534,Groceries,0,0,0,0,0,0,2.777,0
TXN0000771,487.04,12,1,54,666,41.34,2,15,33.87,29.57,0.2674,Entertainment,0,0,1,0,0,0,11.781,0
TXN0000772,318.33,22,3,47,4787,29.36,2,16,64.25,19.89,0.3855,Entertainment,0,1,1,0,0,0,10.842,0
TXN0000773,89.43,6,0,51,1635,37.07,5,17,52.35,17.46,0.2763,Entertainment,0,0,1,0,0,0,2.412,0
TXN0000774,315.2,17,2,53,2530,181.57,4,25,20.87,3.5,0.0946,Online Services,0,1,1,1,0,0,1.736,0
TXN0000775,67.62,23,2,20,2898,32.33,4,16,48.75,52.71,0.1974,Bills,0,0,1,0,0,0,2.092,0
TXN0000776,84.2,5,1,24,1335,40.99,4,19,30.62,30.5,0.2751,Shopping,0,0,0,1,0,0,2.054,0
TXN0000777,18.96,17,3,20,1864,113.46,1,12,21.2,36.4,0.2541,Electronics,0,0,0,0,0,0,0.167,0
TXN0000778,105.27,11,3,57,2289,77.89,4,27,48.68,8.43,0.0616,Healthcare,0,1,1,2,0,0,1.352,0
TXN0000779,71.48,21,3,64,101,259.33,4,19,41.39,5.53,0.2646,Healthcare,0,0,0,2,0,0,0.276,0
TXN0000780,14.91,7,6,36,4121,130.84,3,10,42.17,19.62,0.1389,Bills,0,0,1,0,0,0,0.114,0
TXN0000781,62.87,23,2,21,4528,32.39,3,10,29.18,18.7,0.5745,Transport,0,0,1,0,0,0,1.941,0
TXN0000782,60.84,19,0,18,3471,145.03,5,18,62.04,7.81,0.5293,Travel,0,0,0,1,0,0,0.419,0
TXN0000783,527.0,16,5,41,2198,12.91,5,10,21.09,4.71,0.5143,Entertainment,0,0,1,0,0,0,40.821,0
TXN0000784,186.48,0,1,51,788,97.29,5,12,36.38,24.18,0.4532,Travel,0,0,1,0,0,0,1.917,1
TXN0000785,67.57,1,6,35,1659,33.41,4,17,88.31,50.89,0.3187,Bills,0,0,0,0,0,0,2.022,0
TXN0000786,88.78,15,4,49,2210,85.35,6,13,54.48,17.36,0.2725,Bills,0,0,0,1,0,0,1.04,0
TXN0000787,70.16,11,1,25,1016,238.09,2,18,6.89,43.94,0.4456,Entertainment,0,1,0,0,0,0,0.295,1
TXN0000788,52.81,7,4,55,3783,15.6,9,24,5.57,13.34,0.3929,Bills,0,0,1,0,0,0,3.385,0
TXN0000789,19.21,20,6,35,2272,109.09,4,11,54.51,74.73,0.1066,Travel,1,0,0,0,0,0,0.176,0
TXN0000790,56.05,11,6,69,3479,102.52,7,22,44.96,25.88,0.3278,Electronics,0,1,0,0,0,0,0.547,0
TXN0000791,28.28,11,2,58,2590,89.58,0,11,49.03,40.74,0.1855,Groceries,0,0,1,0,0,0,0.316,0
TXN0000792,15.83,7,0,41,972,26.18,3,23,8.4,35.36,0.4522,Online Services,0,0,1,0,0,0,0.605,0
TXN0000793,120.05,23,0,67,3271,51.05,2,10,8.64,16.74,0.151,Travel,0,0,1,0,0,0,2.352,0
TXN0000794,104.58,8,6,68,3722,26.51,3,15,22.19,12.73,0.2096,Bills,0,0,0,1,0,0,3.945,0
TXN0000795,8.54,6,4,28,2142,75.38,4,13,40.55,7.78,0.3123,Groceries,0,0,0,0,0,0,0.113,0
TXN0000796,57.91,16,5,48,3383,20.53,2,11,72.36,25.95,0.2577,Transport,0,0,0,0,0,0,2.821,0
TXN0000797,209.57,0,5,52,4916,39.33,6,26,18.0,30.6,0.5101,Food,0,0,1,0,0,0,5.329,0
TXN0000798,225.45,14,5,36,1244,87.58,6,18,60.84,25.73,0.0776,Travel,0,0,0,0,0,0,2.574,0
TXN0000799,216.96,13,3,69,4451,31.51,3,10,51.14,53.96,0.1145,Shopping,0,0,1,0,0,0,6.885,0
TXN0000800,69.74,5,2,53,1558,40.56,2,12,39.5,15.83,0.3963,Online Services,0,0,1,0,0,0,1.719,1
TXN0000801,25.23,18,1,57,246,27.66,3,14,27.1,69.8,0.3617,Online Services,0,0,1,1,0,0,0.912,0
TXN0000802,19.18,1,2,28,2114,66.19,3,17,23.52,28.69,0.4201,Transport,0,0,1,0,0,0,0.29,0
TXN0000803,99.12,23,5,64,4104,49.24,2,10,62.13,12.75,0.3357,Online Services,0,0,0,2,0,0,2.013,0
TXN0000804,103.15,20,0,68,3378,31.52,5,16,10.19,3.6,0.4968,Healthcare,0,1,0,0,0,0,3.273,0
TXN0000805,293.08,4,1,65,1682,34.02,2,13,6.24,22.92,0.193,Entertainment,1,0,0,0,0,0,8.615,1
TXN0000806,236.27,11,5,40,4758,61.47,0,9,8.09,5.22,0.5977,Shopping,0,0,1,0,0,0,3.844,0
TXN0000807,57.28,4,4,66,4920,24.69,3,13,113.74,20.87,0.0298,Travel,1,0,1,0,0,0,2.32,0
TXN0000808,15.95,14,1,18,4973,52.81,3,13,84.17,39.2,0.1492,Bills,0,1,0,1,0,0,0.302,0
TXN0000809,46.2,8,0,28,2780,55.97,2,7,50.39,24.02,0.5585,Electronics,0,1,1,0,0,0,0.825,0
TXN0000810,85.61,11,1,52,3455,61.38,4,19,63.14,8.03,0.2872,Bills,0,1,0,0,0,0,1.395,0
TXN0000811,52.86,22,0,58,2665,36.68,3,12,8.83,39.12,0.3284,Food,0,0,1,0,0,0,1.441,0
TXN0000812,34.31,14,1,24,2079,85.95,2,13,55.77,57.61,0.0733,Transport,0,0,1,1,0,0,0.399,0
TXN0000813,89.19,20,5,33,2640,112.3,1,14,51.55,27.16,0.2039,Electronics,0,1,0,0,0,0,0.794,0
TXN0000814,37.35,15,6,22,370,88.72,3,16,28.97,25.42,0.2224,Electronics,0,0,1,1,0,0,0.421,0
TXN0000815,32.39,11,2,23,839,63.9,4,14,21.62,47.49,0.1556,Groceries,0,0,1,0,0,0,0.507,0
TXN0000816,95.41,0,2,19,2977,18.73,1,18,33.49,8.59,0.3452,Bills,0,0,1,0,0,0,5.094,0
TXN0000817,42.0,2,5,69,2112,191.84,3,22,14.31,23.67,0.118,Entertainment,0,0,0,0,0,0,0.219,0
TXN0000818,88.3,12,2,63,2424,57.05,3,14,92.16,10.13,0.3854,Shopping,0,0,1,1,0,1,1.548,0
TXN0000819,91.3,12,1,49,4579,68.98,2,10,12.86,16.37,0.1029,Entertainment,0,0,1,0,0,0,1.324,0
TXN0000820,17.99,12,5,19,3363,32.18,3,17,58.21,5.99,0.2635,Travel,0,0,1,0,0,0,0.559,0
TXN0000821,38.34,20,3,55,388,46.47,5,19,7.6,38.86,0.1768,Groceries,0,0,1,0,0,0,0.825,0
TXN0000822,348.43,2,6,45,4823,132.23,2,16,48.06,22.11,0.2098,Healthcare,0,0,1,0,0,0,2.635,1
TXN0000823,17.52,15,6,58,4320,98.2,5,18,35.97,16.64,0.1973,Food,0,0,1,0,0,0,0.178,0
TXN0000824,5.85,17,5,43,859,43.23,2,16,30.41,46.98,0.5616,Healthcare,0,0,0,0,0,0,0.135,0
TXN0000825,7.84,15,6,18,4260,171.7,5,13,10.62,21.16,0.0551,Groceries,0,0,0,1,0,1,0.046,0
TXN0000826,68.96,5,3,65,1871,25.61,1,12,38.06,25.91,0.0478,Healthcare,0,0,1,0,0,0,2.693,0
TXN0000827,69.1,9,3,63,1880,15.48,3,17,26.94,25.76,0.096,Electronics,0,0,0,0,0,0,4.464,0
TXN0000828,58.25,1,0,65,2893,12.85,3,18,26.65,17.13,0.2703,Bills,0,0,1,0,0,0,4.533,0
TXN0000829,269.43,4,1,52,4530,99.11,2,18,20.54,16.03,0.1961,Electronics,0,0,1,0,0,0,2.718,0
TXN0000830,3.08,19,1,65,1773,32.39,2,10,62.54,11.03,0.3037,Shopping,0,0,1,0,0,0,0.095,0
TXN0000831,105.14,14,6,21,2890,49.14,4,14,112.83,16.98,0.6879,Online Services,0,0,0,0,0,0,2.14,0
TXN0000832,401.68,20,1,38,904,124.06,4,15,39.25,19.06,0.2654,Online Services,0,1,1,0,0,0,3.238,0
TXN0000833,18.23,16,4,34,454,69.86,1,11,8.74,32.54,0.1732,Electronics,0,1,1,2,0,0,0.261,0
TXN0000834,43.09,5,2,42,3004,22.43,2,22,15.77,10.68,0.2375,Electronics,0,0,1,0,0,0,1.921,0
TXN0000835,28.06,19,5,20,1199,184.59,1,12,58.28,47.95,0.2937,Travel,0,0,1,0,0,0,0.152,0
TXN0000836,23.84,16,2,60,225,43.89,5,14,50.08,7.03,0.3562,Electronics,0,0,1,0,0,0,0.543,0
TXN0000837,45.82,4,6,33,72,52.08,3,16,6.23,6.51,0.1358,Healthcare,0,0,0,0,0,0,0.88,0
TXN0000838,344.33,0,3,24,1903,31.99,3,18,65.32,35.07,0.2666,Entertainment,0,0,0,0,0,0,10.764,0
TXN0000839,551.69,18,1,28,1267,23.65,2,13,26.25,27.24,0.1046,Bills,0,0,0,0,0,0,23.327,0
TXN0000840,45.32,17,2,23,4864,64.89,4,11,21.77,1.52,0.0489,Food,0,0,0,0,0,0,0.698,0
TXN0000841,596.34,2,2,53,2407,18.52,2,13,111.3,19.82,0.2027,Entertainment,0,1,1,1,0,0,32.2,0
TXN0000842,69.47,11,5,65,2406,51.3,2,16,35.35,7.26,0.2991,Electronics,0,0,1,0,0,0,1.354,0
TXN0000843,501.07,21,2,22,805,179.3,2,15,4.69,12.4,0.1426,Online Services,0,1,0,1,0,0,2.795,0
TXN0000844,59.9,19,0,19,534,95.91,1,5,16.34,21.99,0.1662,Travel,0,0,0,0,0,0,0.625,0
TXN0000845,77.53,19,5,63,1518,63.58,5,14,46.35,14.7,0.0506,Shopping,0,0,0,0,0,0,1.219,0
TXN0000846,101.52,9,6,37,4176,23.96,5,16,64.46,5.19,0.3672,Groceries,0,0,1,2,0,0,4.237,0
TXN0000847,2580.35,2,1,24,3115,52.17,1,16,44.51,7.61,0.1768,Transport,0,0,1,0,0,0,49.46,0
TXN0000848,177.5,8,5,28,919,30.05,4,18,22.14,23.24,0.2238,Food,0,0,0,0,0,0,5.907,0
TXN0000849,29.57,16,0,53,213,161.04,2,15,68.41,14.14,0.3085,Transport,0,0,0,0,0,0,0.184,0
TXN0000850,203.23,20,2,22,1276,38.27,3,9,18.72,25.77,0.1916,Transport,0,0,1,0,0,0,5.31,1
TXN0000851,43.99,15,0,38,1387,30.28,3,17,15.11,29.38,0.0559,Shopping,0,0,1,1,0,0,1.453,0
TXN0000852,37.97,0,2,68,4813,46.37,1,9,18.43,8.23,0.178,Shopping,0,0,1,0,0,0,0.819,0
TXN0000853,189.6,14,4,40,877,30.38,4,12,69.59,8.42,0.1485,Online Services,0,0,1,2,0,0,6.241,1
TXN0000854,69.11,4,6,26,3882,65.15,3,16,66.35,11.03,0.207,Electronics,0,0,0,1,0,0,1.061,0
TXN0000855,91.87,14,5,57,1948,214.0,3,18,29.56,7.98,0.1586,Travel,0,0,1,0,0,0,0.429,0
TXN0000856,67.77,9,6,40,1629,54.89,1,10,62.02,24.18,0.1386,Bills,0,0,0,0,0,0,1.235,0
TXN0000857,98.21,12,4,38,1069,27.33,3,11,14.38,44.55,0.2862,Bills,0,0,1,0,0,0,3.593,0
TXN0000858,108.71,14,2,31,3246,48.5,2,20,37.86,9.47,0.1559,Electronics,0,1,1,0,0,0,2.241,0
TXN0000859,7.19,15,6,57,3462,21.05,5,17,85.61,28.13,0.0815,Entertainment,0,1,1,0,0,0,0.342,0
TXN0000860,143.53,0,0,43,2454,471.12,2,19,33.57,49.66,0.656,Transport,0,0,1,0,0,0,0.305,0
TXN0000861,21.56,23,5,43,4741,210.75,2,9,42.03,22.47,0.4401,Entertainment,0,0,0,0,0,0,0.102,0
TXN0000862,12.7,13,6,57,4465,139.11,3,18,47.27,6.64,0.1414,Online Services,0,0,1,0,0,0,0.091,0
TXN0000863,62.35,12,0,36,3949,95.92,4,17,34.84,11.75,0.2079,Healthcare,0,0,0,0,0,1,0.65,0
TXN0000864,73.45,9,4,52,2814,48.23,2,20,38.26,30.9,0.0377,Groceries,0,0,1,0,0,0,1.523,0
TXN0000865,30.04,2,6,26,2617,49.03,2,8,23.41,28.94,0.1811,Entertainment,0,0,1,0,0,0,0.613,0
TXN0000866,173.41,15,4,47,3314,46.28,1,17,43.5,9.46,0.0876,Online Services,0,0,1,0,0,0,3.747,0
TXN0000867,14.25,8,6,40,2925,324.62,2,11,111.67,19.86,0.2577,Transport,0,0,1,1,0,0,0.044,0
TXN0000868,41.76,21,1,44,771,47.27,4,13,26.26,21.58,0.4063,Groceries,0,0,1,0,0,0,0.883,0
TXN0000869,34.04,15,4,36,3282,35.76,3,17,16.56,30.29,0.0435,Travel,1,1,1,0,0,0,0.952,0
TXN0000870,63.21,10,5,24,1271,50.48,5,12,79.31,41.22,0.3987,Groceries,0,0,0,2,0,0,1.252,1
TXN0000871,91.9,0,0,65,3705,80.46,2,13,54.45,8.9,0.2468,Travel,0,0,0,0,0,0,1.142,0
TXN0000872,20.92,13,3,38,161,4.01,0,8,63.52,7.46,0.1675,Entertainment,0,0,0,0,1,0,5.217,0
TXN0000873,153.38,20,6,56,275,73.33,0,14,17.9,10.19,0.0572,Bills,0,0,1,0,0,0,2.092,0
TXN0000874,71.7,11,3,65,2953,8.11,3,17,32.08,12.9,0.0151,Electronics,0,0,1,1,0,0,8.841,0
TXN0000875,7.57,15,5,41,3931,164.69,7,14,17.89,21.9,0.2244,Online Services,0,0,1,1,0,0,0.046,0
TXN0000876,7.01,2,5,60,2825,14.98,3,17,4.58,12.0,0.1842,Groceries,0,0,1,0,0,0,0.468,0
TXN0000877,65.75,9,1,40,873,29.89,1,11,22.2,1.38,0.5233,Online Services,0,1,1,0,0,0,2.2,0
TXN0000878,51.72,19,2,21,1559,12.96,1,15,105.34,12.46,0.0732,Shopping,0,0,0,0,0,0,3.991,0
TXN0000879,59.21,10,3,63,2235,210.74,2,10,28.78,33.45,0.1347,Entertainment,0,0,1,0,0,0,0.281,0
TXN0000880,64.57,21,3,61,1183,54.1,1,7,41.33,27.23,0.2471,Entertainment,0,0,1,1,0,0,1.194,0
TXN0000881,86.44,9,4,47,4813,290.02,1,9,93.59,21.0,0.096,Entertainment,1,0,1,0,0,0,0.298,0
TXN0000882,198.3,19,4,61,2281,242.48,2,17,33.97,10.74,0.1571,Groceries,0,0,0,0,0,0,0.818,0
TXN0000883,18.58,15,2,52,4462,139.35,2,6,59.39,31.01,0.2811,Electronics,0,0,0,0,0,0,0.133,0
TXN0000884,17.33,22,4,59,545,19.08,3,11,19.8,41.84,0.3856,Transport,0,0,1,0,0,0,0.908,0
TXN0000885,18.97,12,4,20,2344,61.81,3,10,66.31,18.9,0.1106,Travel,0,0,0,0,0,0,0.307,1
TXN0000886,92.97,11,6,60,4269,152.12,3,16,56.09,49.1,0.0425,Online Services,0,0,0,0,0,0,0.611,0
TXN0000887,279.13,8,5,29,1422,73.08,4,14,7.91,15.38,0.0767,Online Services,0,0,1,1,0,0,3.82,0
TXN0000888,40.61,15,3,69,4164,41.37,2,20,17.22,33.7,0.2262,Groceries,0,0,1,0,0,0,0.982,0
TXN0000889,3.75,23,1,68,3791,71.07,2,13,53.83,23.56,0.1457,Transport,0,0,0,0,0,0,0.053,0
TXN0000890,9.4,4,2,20,2992,76.38,7,14,9.72,38.11,0.3491,Entertainment,0,0,1,2,0,0,0.123,0
TXN0000891,25.59,22,2,51,249,18.03,0,13,25.86,34.36,0.3908,Travel,0,1,1,0,0,0,1.419,0
TXN0000892,35.11,23,2,37,4510,35.69,4,16,22.27,24.53,0.2643,Electronics,0,0,0,2,0,0,0.984,0
TXN0000893,41.69,18,6,31,2401,89.11,3,14,57.47,20.97,0.5059,Food,0,0,0,0,0,0,0.468,0
TXN0000894,69.71,13,3,68,3079,105.19,4,9,26.13,19.4,0.1157,Shopping,0,0,0,1,0,0,0.663,0
TXN0000895,46.59,20,6,38,3452,65.53,5,24,37.42,22.74,0.0946,Electronics,0,0,1,0,0,0,0.711,0
TXN0000896,222.9,6,0,46,2469,40.21,4,19,72.63,11.59,0.245,Entertainment,0,0,1,0,0,0,5.543,0
TXN0000897,30.65,15,4,34,822,47.28,1,14,25.79,14.35,0.3016,Groceries,0,0,1,0,0,0,0.648,0
TXN0000898,24.74,19,4,53,3011,31.01,2,13,65.44,33.93,0.1427,Groceries,0,0,0,0,0,0,0.798,0
TXN0000899,115.67,19,5,31,3010,50.5,9,20,29.67,24.97,0.0718,Online Services,0,0,0,1,0,1,2.29,0
TXN0000900,11.4,14,2,36,454,103.29,3,17,10.4,40.61,0.1283,Electronics,0,0,1,0,0,0,0.11,0
TXN0000901,104.39,9,3,54,1019,337.36,2,15,27.48,35.56,0.1322,Transport,0,0,0,2,0,0,0.309,0
TXN0000902,75.03,22,2,29,1110,22.13,1,18,44.49,29.97,0.4078,Entertainment,0,0,0,0,0,0,3.39,0
TXN0000903,56.29,16,4,58,1829,141.19,1,7,15.85,9.57,0.0825,Online Services,0,1,0,0,0,0,0.399,0
TXN0000904,414.27,18,1,68,2804,72.76,4,16,7.41,36.89,0.1015,Transport,0,0,0,1,0,0,5.694,0
TXN0000905,32.6,14,4,54,3076,16.43,0,15,31.45,5.74,0.151,Groceries,1,0,1,0,0,0,1.984,0
TXN0000906,712.9,21,3,36,587,50.74,0,12,75.98,3.34,0.168,Shopping,0,0,1,0,0,0,14.05,0
TXN0000907,51.46,11,5,27,4298,47.63,2,13,103.21,3.18,0.0166,Shopping,0,0,0,1,0,0,1.08,1
TXN0000908,15.35,13,0,47,4053,54.53,5,19,16.38,35.98,0.0804,Transport,0,0,1,0,0,0,0.281,0
TXN0000909,72.27,19,1,40,489,119.8,5,18,33.15,37.77,0.2273,Bills,1,0,0,1,0,0,0.603,0
TXN0000910,19.34,12,4,30,876,240.12,0,8,36.24,13.87,0.1917,Electronics,0,0,1,0,0,0,0.081,0
TXN0000911,28.09,5,2,37,4205,144.22,5,17,9.13,32.29,0.2616,Electronics,0,0,1,1,0,0,0.195,0
TXN0000912,105.28,18,1,68,2109,64.05,3,14,34.35,35.95,0.1073,Healthcare,0,0,0,1,0,0,1.644,0
TXN0000913,126.33,9,6,26,2233,69.61,5,13,41.81,2.21,0.2293,Travel,0,0,1,0,0,0,1.815,0
TXN0000914,32.61,2,6,31,2438,259.62,8,21,145.69,45.86,0.0931,Entertainment,0,0,1,0,0,0,0.126,0
TXN0000915,207.58,8,0,36,4955,24.68,5,15,23.76,31.11,0.2737,Entertainment,0,0,1,0,0,0,8.411,0
TXN0000916,252.43,1,3,65,814,138.6,1,9,63.94,16.84,0.0326,Entertainment,0,1,0,2,0,0,1.821,0
TXN0000917,347.84,21,4,36,4708,23.09,0,11,98.18,25.45,0.2402,Food,0,0,1,1,0,0,15.065,1
